cpg	taxa	a	b	cor	ci
cg03120289	Kurthia	LPPR5	TSS200	0.718544365856679	-0.00428421027857417
cg05712507	Cylindrospermopsis	FAM216A	TSS1500	0.249215624462267	-0.00501442239537441
cg06115810	Selenomonas	PDE4B	TSS200	0.245760176841814	0.000838467777127149
cg25836326	Lachnoclostridium	DRD3	TSS1500	0.679468964719745	0.000883506060981972
cg25836326	Stenotrophomonas	DRD3	TSS1500	0.679468964719745	0.00124932655139662
cg07314680	Bacillus	PAK1IP1	TSS1500	0.55774000998566	0.00591403924101597
cg07314680	Bacillus	C6orf52	TSS200	0.55774000998566	0.00591403924101597
cg03522615	Delftia	KIAA0831	TSS1500	0.273349041276609	0.000318972553363961
cg27345757	Bacillus	MYLK	5'UTR	0.209208553837091	0.0370832847850868
cg21531300	Planococcus	BATF	5'UTR	0.331866911802252	-0.0996530291325916
cg21531300	Planococcus	BATF	1stExon	0.331866911802252	-0.0996530291325916
cg22396979	Lachnoclostridium	GML	TSS1500	0.19558496411682	0.000818100156751267
cg00683788	Stenotrophomonas	PDYN	TSS200	0.30950295342392	0.00169542625797624
cg20812675	Staphylococcus	ZNF3	TSS200	0.592250297460191	-0.000181589311403613
cg24814540	Cylindrospermopsis	EID2	1stExon	0.651707753712407	-0.00238427248722594
cg25927753	Cylindrospermopsis	DGUOK	TSS200	0.265700102403005	-0.0103476978097802
cg13018120	Cylindrospermopsis	CD300E	TSS200	0.340388581195067	-0.0322103837610673
cg17199007	Stenotrophomonas	GRM1	5'UTR	0.437397250022725	0.00319320459093136
cg13239252	Stenotrophomonas	TSPAN19	TSS200	0.256856573978475	0.00331454929753215
cg13239252	Stenotrophomonas	LRRIQ1	1stExon	0.256856573978475	0.00331454929753215
cg13239252	Stenotrophomonas	LRRIQ1	5'UTR	0.256856573978475	0.00331454929753215
cg23179456	Lachnoclostridium	ADCY4	TSS200	0.323377260327071	-0.0105525417718538
cg06018019	Chryseobacterium	PYY	5'UTR	0.656352465313857	-0.00333666445922963
cg19696891	Cutibacterium	ZNF331	5'UTR	0.486221027331898	0.00145250365988565
cg19696891	Cutibacterium	ZNF331	TSS1500	0.486221027331898	0.00145250365988565
cg08923669	Ralstonia	MRPL28	5'UTR	0.308086089628701	0.00373611626431434
cg24796627	Lachnoclostridium	KIAA1199	TSS200	0.274344586547594	5.2906111161609e-05
cg24796627	Campylobacter	KIAA1199	TSS200	0.274344586547594	-0.000275689737787469
cg07519721	Clostridium	SPG21	5'UTR	0.681290279927019	0.000333037722130606
cg07519721	Clostridium	SPG21	1stExon	0.681290279927019	0.000333037722130606
cg20583945	Chryseobacterium	GSDMD	5'UTR	0.360337051947261	0.0016661784934566
cg00683156	Stenotrophomonas	OGDHL	TSS200	-0.0399999999999998	0.00106790619926589
cg23884175	Kurthia	TSKU	5'UTR	0.732822462486614	0.00110311878903871
cg20311261	Stenotrophomonas	ALK	TSS1500	-0.0354665491509003	0.00220036429910975
cg08146621	Acidiplasma	ACVR1C	1stExon	0.750957355964282	-0.00873015287021067
cg08146621	Acidiplasma	ACVR1C	5'UTR	0.750957355964282	-0.00873015287021067
cg20811659	Stenotrophomonas	CACNA1G	TSS1500	0.34316554823474	0.00186974626744958
cg27419860	Stenotrophomonas	C15orf26	TSS200	0.51513982775145	0.00183995082293894
cg17385936	Kurthia	TMEM108	TSS200	0.409503000868436	-0.00847137861650669
cg23032421	Catellicoccus	IL5RA	5'UTR	0.807226893916703	-0.0129917772537059
cg23032421	Catellicoccus	IL5RA	1stExon	0.807226893916703	-0.0129917772537059
cg07883762	Cylindrospermopsis	TBL1XR1	5'UTR	0.12085030974277	-0.00847681348857112
cg06952291	Ralstonia	ABHD8	5'UTR	0.432226956439925	0.00337822427764434
cg06952291	Ralstonia	ABHD8	1stExon	0.432226956439925	0.00337822427764434
cg06295687	Kurthia	INO80E	TSS1500	0.368910748425758	0.0023088570170691
cg05012551	Cylindrospermopsis	ZNF227	TSS200	0.492926850528961	-0.00628783160351125
cg11434468	Ralstonia	XKR6	TSS1500	0.396689779974623	0.00376477923714837
cg14094409	Catellicoccus	DIABLO	TSS200	0.577089944305002	0.001515043322436
cg17303833	Lachnoclostridium	ZNF518A	TSS200	0.728650773263058	0.000375607475531296
cg10154626	Gemmata	BAG3	TSS1500	0.308459717913061	-0.00099893342929377
cg23520347	Stenotrophomonas	RASSF5	5'UTR	-0.0399999999999998	0.00144441778800211
cg23520347	Stenotrophomonas	RASSF5	1stExon	-0.0399999999999998	0.00144441778800211
cg23129613	Chryseobacterium	REPIN1	TSS1500	0.5851980237163	3.81918213694738e-05
cg21340148	Chryseobacterium	GNG7	TSS1500	0.284603518968417	0.0025493354569244
cg20310608	Chryseobacterium	LOC284798	TSS200	0.55780442502903	-0.00186136078364823
cg24342146	Acidiplasma	CD48	TSS1500	0.508382024677503	-0.0340724074215751
cg06205817	Cylindrospermopsis	RSRC2	TSS1500	0.167166656888916	-0.00372337664868999
cg06205817	Cylindrospermopsis	KNTC1	5'UTR	0.167166656888916	-0.00372337664868999
cg08264848	Cylindrospermopsis	SIRT4	TSS200	0.310931992790365	-0.00457743315023319
cg26332365	Stenotrophomonas	DIRAS1	5'UTR	0.502471837778784	0.00320908642247863
cg00995327	Bacillus	CHST2	5'UTR	0.349742296050952	0.0408961763555863
cg00995327	Bacillus	CHST2	1stExon	0.349742296050952	0.0408961763555863
cg06563300	Stenotrophomonas	SLC17A8	TSS200	0.26245554694237	0.00262405241264312
cg18224729	Asinibacterium	CTNND1	5'UTR	0.202618463747574	-0.00813016566074927
cg01419567	Kurthia	ZFHX4	5'UTR	0.336439704941991	-0.00973311902817942
cg04890406	Planctopirus	UQCRC1	TSS1500	0.375338284274518	-0.0101478181582028
cg16082606	Cylindrospermopsis	CDCA4	5'UTR	0.382340966426903	-0.00282168997353641
cg00538591	Delftia	CBFA2T3	TSS1500	0.382746625677763	0.000676659913679406
cg07384961	Paenibacillus	CLDN6	5'UTR	0.549824393743867	0.00170978094225278
cg02370113	Ralstonia	C7orf25	TSS1500	0.597321523127753	0.00153479839717234
cg25910506	Cylindrospermopsis	CEP164	5'UTR	-0.0399999999999998	-0.00252160221671549
cg06583108	Stenotrophomonas	TSPAN19	1stExon	0.670218195110323	0.00343566768130171
cg06583108	Stenotrophomonas	TSPAN19	5'UTR	0.670218195110323	0.00343566768130171
cg06583108	Stenotrophomonas	LRRIQ1	TSS200	0.670218195110323	0.00343566768130171
cg00547441	Kurthia	IKZF1	5'UTR	0.310410991844427	-0.00913141198339569
cg26870936	Lachnoclostridium	LOC643008	TSS1500	0.537861403027679	0.00100607808823251
cg26870936	Lachnoclostridium	LOC643008	5'UTR	0.537861403027679	0.00100607808823251
cg11737676	Stenotrophomonas	DDAH1	5'UTR	0.128193368863499	0.000905392957375853
cg26039829	Chryseobacterium	PIWIL2	5'UTR	0.675626739909932	-0.00132251640016047
cg26039829	Chryseobacterium	PIWIL2	TSS200	0.675626739909932	-0.00132251640016047
cg00187174	Chryseobacterium	ITPR2	TSS200	0.507420288309357	0.000870401531225648
cg00829456	Cylindrospermopsis	FRYL	TSS1500	0.16026936535498	-0.00447395444642267
cg01169021	Gemmata	PCDHGA10	1stExon	0.352121216903985	-0.0155079929100107
cg24114899	Fusobacterium	MGC12982	TSS1500	0.327369107077861	-0.000344482330263026
cg24114899	Fusobacterium	FOXD2	1stExon	0.327369107077861	-0.000344482330263026
cg24114899	Fusobacterium	FOXD2	5'UTR	0.327369107077861	-0.000344482330263026
cg10121788	Stenotrophomonas	ADAMTS18	TSS1500	0.433036890774	0.00310393073251724
cg18679544	Oscillibacter	ADAMTS14	TSS200	0.222068618259011	0.00174017153113925
cg05603791	Lachnoclostridium	FOXI1	1stExon	0.353914693585048	0.0015513339848332
cg13694824	Cylindrospermopsis	SDHD	TSS1500	0.295652564046219	-0.00152340286504856
cg01678383	Lachnoclostridium	LPP	5'UTR	0.463503490756518	-0.00129760833522336
cg00472801	Kurthia	KHDRBS2	1stExon	0.553576231882277	-0.00469284549647412
cg00472801	Kurthia	KHDRBS2	5'UTR	0.553576231882277	-0.00469284549647412
cg04316564	Bacillus	PARD3B	TSS1500	0.38541108082759	-0.00247718882953181
cg05027125	Kurthia	TRIM38	TSS1500	0.656422730604708	-0.00512552212891812
cg13441156	Clostridium	GHRL	TSS1500	0.149376958781146	-0.00125635135881284
cg04021697	Gemmata	WDR8	TSS1500	0.607255284901289	-0.00686000525968732
cg21784254	Ralstonia	TNFSF13B	1stExon	0.613004250621885	0.00269923638887929
cg15355395	Cylindrospermopsis	SMIM12	TSS1500	0.46317498175932	-0.000739661199066599
cg15355395	Cylindrospermopsis	SMIM12	TSS200	0.46317498175932	-0.000739661199066599
cg03840259	Curvibacter	GRAP2	TSS200	0.373979473479501	-0.00821543143182195
cg18566515	Kurthia	FGFR2	5'UTR	0.474582503839098	-0.00485453927288616
cg18566515	Kurthia	FGFR2	TSS200	0.474582503839098	-0.00485453927288616
cg03048029	Clostridium	SYNJ1	TSS1500	0.340524613011531	-0.00140791141006268
cg19281677	Clostridium	FAM65B	5'UTR	0.621670225622698	-0.000598389451534145
cg21220731	Campylobacter	C4orf19	TSS200	0.260481304129963	-0.00144674642887234
cg02645710	Lelliottia	TSPAN19	TSS200	0.211299661017493	0.00101326328979776
cg02645710	Lelliottia	LRRIQ1	TSS200	0.211299661017493	0.00101326328979776
cg02026160	Stenotrophomonas	RYR1	TSS200	0.401373922621438	0.00255932476545284
cg08862033	Ralstonia	LOC400940	TSS1500	0.455522201924843	0.00327532202824542
cg10118968	Cylindrospermopsis	YPEL2	TSS1500	0.333518288521769	-0.00495481095628028
cg12571892	Clostridium	PDE5A	TSS1500	0.324773971326441	-0.00175065678254521
cg22130834	Kurthia	TTC22	TSS200	0.447338802777365	6.73038482347971e-05
cg09130288	Ralstonia	PMP22	TSS200	0.771039636846711	0.000152715251959254
cg09130288	Ralstonia	PMP22	5'UTR	0.771039636846711	0.000152715251959254
cg22942940	Cylindrospermopsis	BRI3BP	TSS200	0.253805650338814	-0.00930325967067278
cg27478579	Kurthia	MTIF2	TSS1500	0.317053798624401	0.00201727205450795
cg24157171	Acidiplasma	TCF21	1stExon	0.374427592062681	-0.0307273267449791
cg24157171	Acidiplasma	TCF21	5'UTR	0.374427592062681	-0.0307273267449791
cg24157171	Kurthia	TCF21	1stExon	0.374427592062681	-0.00861093916436259
cg24157171	Kurthia	TCF21	5'UTR	0.374427592062681	-0.00861093916436259
cg17314888	Planctopirus	ELN	TSS200	0.66309975352411	-0.00779357326264782
cg23742080	Anaerostipes	DNAJC28	TSS200	0.466621575421681	2.21743261663016e-05
cg23742080	Anaerostipes	DNAJC28	TSS1500	0.466621575421681	2.21743261663016e-05
cg01948062	Stenotrophomonas	CADM1	TSS1500	0.498516975993521	0.00307473290663071
cg08816590	Bacillus	PDE1B	TSS1500	0.410754195268775	0.0430493168049002
cg27093637	Kurthia	OR51M1	TSS200	0.271785885668391	0.00248718643772822
cg14498423	Bacillus	CLSTN2	TSS1500	0.251716670895274	0.0378837295862148
cg12710567	Cylindrospermopsis	SIRT7	TSS200	0.709154125316477	-0.00768504233442003
cg15336765	Lachnoclostridium	AQP5	1stExon	0.361630970109322	-0.00830419570751587
cg15336765	Lachnoclostridium	AQP5	5'UTR	0.361630970109322	-0.00830419570751587
cg18538662	Curvibacter	AFAP1	TSS200	0.642431927780306	9.17361417203238e-05
cg02298094	Kurthia	SH2B3	5'UTR	0.275208211450626	0.00204708606074353
cg04191954	Ralstonia	CACNG2	TSS200	0.512990970402229	0.00248271811538196
cg23509272	Lachnoclostridium	GHDC	TSS200	0.533285737003292	0.000169122493756956
cg23509272	Lachnoclostridium	GHDC	5'UTR	0.533285737003292	0.000169122493756956
cg14772118	Stenotrophomonas	GLP1R	TSS200	0.199235355213565	0.00126631089093776
cg15026150	Bacillus	ATP8B2	TSS200	0.425412483506418	0.0368003403747492
cg03733207	Stenotrophomonas	BPI	1stExon	0.676038443987379	0.00220740638837582
cg03733207	Stenotrophomonas	BPI	5'UTR	0.676038443987379	0.00220740638837582
cg21575951	Campylobacter	ARL6IP5	TSS1500	0.630773656676556	0.000138712988521641
cg22374057	Gemmata	PIEZO2	5'UTR	0.290754693516767	-0.00310394627902999
cg22374057	Gemmata	PIEZO2	1stExon	0.290754693516767	-0.00310394627902999
cg07070934	Ralstonia	GJA4	TSS200	0.541647152753473	0.0017090786166337
cg01537645	Campylobacter	ESRRG	5'UTR	0.521043317171199	0.003644578164345
cg12064134	Lachnoclostridium	DEF8	5'UTR	0.327650943895608	-0.00474427429417448
cg23325384	Curvibacter	ACSL3	TSS1500	0.642674934894036	0.00173355860049172
cg05848320	Cylindrospermopsis	TIMELESS	TSS200	0.259649585257346	-0.00508129773963882
cg18458942	Acidiplasma	ARHGAP18	TSS200	0.649303375341195	-0.00709517190683173
cg06419750	Kurthia	GLT1D1	TSS200	0.654398844010428	-0.00382895466640508
cg22870092	Chryseobacterium	AFAP1	5'UTR	0.777214084865942	-0.00155652002090951
cg14417891	Clostridium	TPD52L1	5'UTR	0.373536383120424	-0.00148559544921942
cg06709766	Cylindrospermopsis	DHFR	TSS200	0.190532568126418	-0.00657621440103058
cg12748258	Ralstonia	HR	1stExon	0.217962537196252	0.00010749912635156
cg12748258	Ralstonia	HR	5'UTR	0.217962537196252	0.00010749912635156
cg18095506	Kurthia	DZIP1L	TSS1500	0.452857764486665	0.00200155091470845
cg00451355	Clostridium	POMGNT2	5'UTR	0.694868932307356	-0.00117253515485391
cg14287565	Lachnoclostridium	ARPC5L	TSS1500	0.380229686577353	0.000287162522488316
cg17741814	Cylindrospermopsis	SPATA17	TSS200	0.403525570070234	-0.0100778386434359
cg17741814	Cylindrospermopsis	GPATCH2	TSS200	0.403525570070234	-0.0100778386434359
cg10662968	Cylindrospermopsis	VPS8	TSS200	0.107993124548205	-0.00392803673309144
cg05223591	Ralstonia	ATP5G3	TSS1500	0.596174792444135	0.00149970878194277
cg05223591	Ralstonia	ATP5G3	TSS200	0.596174792444135	0.00149970878194277
cg08206898	Cylindrospermopsis	FAM160B1	TSS1500	0.24873215326978	-0.0128713615765428
cg26884570	Kurthia	MCM10	5'UTR	0.247437716627784	0.00131501605859207
cg17511604	Ralstonia	ZHX2	5'UTR	0.475343190494315	0.0032122176223426
cg22642477	Curvibacter	NLRP1	TSS1500	0.407189903993855	0.00140416553030787
cg16907766	Streptococcus	OPTN	5'UTR	0.316988637576122	-0.000707791021883977
cg13717446	Chryseobacterium	LOC146880	TSS200	0.418925887015819	0.000258112207642179
cg12468255	Curvibacter	NAV1	TSS1500	0.669285312397094	-0.00576550672483301
cg14684716	Chryseobacterium	HERC3	5'UTR	0.37359157065899	-0.000296552733885056
cg02396005	Clostridium	LPCAT1	TSS1500	0.564786564852391	-0.000356215049503844
cg03442035	Campylobacter	SAR1A	1stExon	0.409176194432099	-0.000185543968089558
cg03442035	Campylobacter	SAR1A	5'UTR	0.409176194432099	-0.000185543968089558
cg14856738	Cylindrospermopsis	IQSEC3	5'UTR	0.377101185794626	-0.0289156206592958
cg19606096	Cylindrospermopsis	MRPL42	TSS200	0.503736207584033	-0.00700159263985414
cg27025752	Ralstonia	XKR6	TSS1500	0.160819732361493	0.00234624753943832
cg05396044	Anaerostipes	SNORD76	TSS1500	0.273850589891095	2.94293962745859e-05
cg05396044	Anaerostipes	SNORD75	TSS1500	0.273850589891095	2.94293962745859e-05
cg05396044	Anaerostipes	SNORD77	TSS1500	0.273850589891095	2.94293962745859e-05
cg05396044	Anaerostipes	ZBTB37	TSS1500	0.273850589891095	2.94293962745859e-05
cg07979357	Delftia	IL27RA	5'UTR	0.115819433070036	0.000808156338339741
cg07979357	Delftia	IL27RA	1stExon	0.115819433070036	0.000808156338339741
cg20725662	Cylindrospermopsis	WNK1	1stExon	0.513042068941663	0.0045167885732158
cg09884423	Planctopirus	TXNRD1	5'UTR	0.702181036442158	-0.0145647914245751
cg09884423	Planctopirus	EID3	TSS1500	0.702181036442158	-0.0145647914245751
cg19706900	Chryseobacterium	TRIB2	TSS1500	0.431800210797976	0.0013446416262405
cg19706900	Kurthia	TRIB2	TSS1500	0.431800210797976	0.00124068233481317
cg13421247	Stenotrophomonas	CDK2AP1	TSS1500	0.438019780022573	0.00261407312778415
cg22973042	Cylindrospermopsis	AKT2	5'UTR	0.598309047750595	-0.00260020819878422
cg00602783	Delftia	PPFIA2	5'UTR	0.302012195203441	0.00115935701912767
cg12193927	Cylindrospermopsis	PCDHB10	TSS200	0.608721099817775	-0.0134946303881509
cg00906107	Cylindrospermopsis	C14orf133	TSS1500	0.209295241656855	-0.0021557030547451
cg00906107	Cylindrospermopsis	AHSA1	TSS200	0.209295241656855	-0.0021557030547451
cg08288561	Stenotrophomonas	BEAN	5'UTR	0.461276099229496	0.00233247905035996
cg11349878	Clostridium	C1orf127	1stExon	0.368775622708644	-0.000382913892202005
cg03805684	Kurthia	FEN1	5'UTR	0.800025560412779	0.00306255694694913
cg03805684	Kurthia	TMEM258	TSS1500	0.800025560412779	0.00306255694694913
cg03805684	Kurthia	MIR611	TSS1500	0.800025560412779	0.00306255694694913
cg24971209	Bacillus	LY6H	TSS1500	0.185670878445813	0.030728697606701
cg24971209	Bacillus	LY6H	TSS200	0.185670878445813	0.030728697606701
cg19213955	Anaerostipes	GPRC5C	TSS1500	0.204064118316885	6.43952223562694e-06
cg11845033	Chryseobacterium	ZNF426	5'UTR	0.347332550973556	0.00175821648875892
cg05160678	Stenotrophomonas	S1PR1	TSS1500	0.46966194710313	0.00251507299290427
cg18860329	Planctopirus	FAM216B	TSS1500	0.410669407198631	-0.0177044019927577
cg06510438	Gemmata	PIEZO2	TSS1500	0.583335801592201	-0.00522844610148049
cg11798658	Cylindrospermopsis	MOB3C	TSS1500	0.159740507954254	-0.00119318947519845
cg11798658	Cylindrospermopsis	MOB3C	5'UTR	0.159740507954254	-0.00119318947519845
cg00256767	Stenotrophomonas	ADORA1	1stExon	0.42967222161847	0.00255191578740319
cg00256767	Stenotrophomonas	ADORA1	5'UTR	0.42967222161847	0.00255191578740319
cg09324698	Clostridium	FGFR1	5'UTR	0.374433007715448	0.000677479506584111
cg09324698	Clostridium	FGFR1	1stExon	0.374433007715448	0.000677479506584111
cg26164155	Planococcus	PNP	TSS200	0.311310703315501	0.00196763043862229
cg08112276	Campylobacter	PRCP	1stExon	0.585733177880411	-0.00022381730082556
cg08112276	Campylobacter	C11orf82	TSS1500	0.585733177880411	-0.00022381730082556
cg08112276	Campylobacter	PRCP	5'UTR	0.585733177880411	-0.00022381730082556
cg25329013	Stenotrophomonas	SLC17A6	TSS1500	0.317539222959483	0.00187929021476977
cg17130032	Cylindrospermopsis	GLI4	5'UTR	0.26279873694779	0.000550510232895849
cg23785790	Stenotrophomonas	BTBD11	1stExon	0.231134816679761	0.00208487162934494
cg18608017	Stenotrophomonas	CDH23	5'UTR	0.217552410221951	0.00125983105744563
cg06173889	Kurthia	SOX11	1stExon	0.828687093326925	-0.00178636984447675
cg18393046	Lachnoclostridium	MSX2P1	TSS200	0.600721594476479	-0.00230626116105731
cg26226202	Stenotrophomonas	WNT9B	TSS1500	0.530061189137033	0.00189314274078193
cg25894658	Curvibacter	DSG2	1stExon	0.0811949926380763	8.11706470132168e-05
cg19081021	Delftia	TBCEL	TSS1500	0.232312363286494	0.00176771888760767
cg14437634	Cylindrospermopsis	PLEK2	TSS1500	0.305144256094146	-0.0440372653482961
cg21638035	Kurthia	GPR35	1stExon	0.318144874704935	0.000272159006471359
cg24716343	Curvibacter	PCNXL2	TSS1500	0.227739561768526	0.000255636104005121
cg07827630	Stenotrophomonas	H2AFY	TSS1500	0.549329491418947	0.00205217808609536
cg07827630	Stenotrophomonas	H2AFY	TSS200	0.549329491418947	0.00205217808609536
cg10906729	Lachnoclostridium	HOXB6	TSS200	0.53303464313418	0.000440753427219297
cg23543481	Ralstonia	SLC7A8	TSS200	0.317776049660886	0.00189373596779875
cg09386303	Cylindrospermopsis	ASB8	TSS1500	0.704939718349372	0.00396530082742515
cg26875131	Clostridium	VASH2	5'UTR	0.0395166624320835	-0.00186274188240755
cg00893242	Stenotrophomonas	SND1	TSS1500	0.415878002509076	0.00107864632792974
cg09844907	Clostridium	MPV17L	1stExon	0.311293801617628	0.000789786508480681
cg09844907	Clostridium	MPV17L	5'UTR	0.311293801617628	0.000789786508480681
cg25721818	Cylindrospermopsis	NFE2	TSS1500	0.454832696618679	0.00200130058085587
cg25721818	Cylindrospermopsis	NFE2	5'UTR	0.454832696618679	0.00200130058085587
cg14825221	Cylindrospermopsis	SCD5	TSS200	0.0151725267134498	-0.00138072529055029
cg26801613	Stenotrophomonas	LMO4	TSS1500	0.198529703781374	0.00195710639852578
cg19379522	Gemmata	SOGA1	TSS200	0.566450914562438	-0.000366508711410688
cg03102788	Lachnoclostridium	NPBWR2	TSS1500	0.38350858075298	0.0010552617074585
cg18806438	Cylindrospermopsis	NUMB	5'UTR	0.645129022094343	-0.00101372105790705
cg18806438	Campylobacter	NUMB	5'UTR	0.645129022094343	-0.00021616983299015
cg01236137	Cylindrospermopsis	SUB1	TSS200	0.384275112950365	-0.000935404708393748
cg22175178	Curvibacter	KLF9	1stExon	0.514726233830165	5.21789899047411e-05
cg22175178	Curvibacter	KLF9	5'UTR	0.514726233830165	5.21789899047411e-05
cg21326301	Curvibacter	CCDC39	1stExon	0.29438487447408	0.00167183674223144
cg26740481	Planctopirus	NDN	1stExon	0.289828908037787	-0.00565045428415806
cg00242951	Kurthia	LHFPL4	TSS1500	0.399046074776126	0.00213585766101873
cg02729303	Ralstonia	FAM134B	1stExon	0.608076260602633	0.00230709929487851
cg02729303	Ralstonia	FAM134B	5'UTR	0.608076260602633	0.00230709929487851
cg19006378	Ralstonia	PAX6	5'UTR	0.215639404794579	0.00218080909839129
cg01402735	Stenotrophomonas	ELTD1	TSS200	0.305786341154913	0.00133657716398057
cg24773290	Clostridium	KIF24	5'UTR	0.0674365665976946	-0.000232586283581708
cg00874581	Stenotrophomonas	CDC25A	TSS1500	0.386739017142489	0.00305516274466934
cg22103164	Gemmata	RBM46	TSS200	0.318104730062778	-0.00435035769585733
cg07484673	Planococcus	ZNF655	TSS200	0.3361593780063	0.0276991822708065
cg07484673	Planococcus	ZNF655	TSS1500	0.3361593780063	0.0276991822708065
cg12640109	Kurthia	ASRGL1	TSS200	0.280782921831572	0.00137845128481699
cg09802076	Ralstonia	SLC6A15	5'UTR	0.276769001222652	0.00206124200079446
cg09615521	Cylindrospermopsis	ZW10	TSS1500	0.400459967361229	-0.0032428607023115
cg08530317	Kurthia	NET1	TSS200	0.574518987928533	-0.00641438830599534
